molecule_chembl_id,canonical_smiles,pIC50,fingerprint
CHEMBL63138,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(-c3ccc(F)c(F)c3)n2)cc1,5.585026652029182,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F370>
CHEMBL65513,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(F)c(F)c3)n2)cc1,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F3E0>
CHEMBL22318,CCCCCCCCn1nnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F450>
CHEMBL277613,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(COc3ccc(C(F)(F)F)cc3)n2)cc1,6.036212172654444,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F4C0>
CHEMBL304298,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(F)cc3)n2)cc1,5.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F530>
CHEMBL63963,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3cccc(F)c3)n2)cc1,5.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F5A0>
CHEMBL63825,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(COc3ccc(OC(F)(F)F)cc3)n2)cc1,5.207608310501746,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F610>
CHEMBL22345,CCCCCCn1nnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F680>
CHEMBL66908,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(-c3cccc(F)c3)n2)cc1,5.060480747381382,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F6F0>
CHEMBL68301,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(COc3ccc(F)c(F)c3)n2)cc1,6.031517051446065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F760>
CHEMBL22375,O=c1n(CCCC2CCCC2)nnn1-c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,5.468521082957745,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F7D0>
CHEMBL63357,COc1ccc(-c2cnn(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)n2)cc1F,5.251811972993799,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F840>
CHEMBL13079,O=S(=O)(Cc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,7.221848749616356,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F8B0>
CHEMBL332132,N#CN/C(=N\c1ccc2c(c1)N(c1nc(-c3ccc(OC(F)(F)F)cc3)cs1)CC2)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.2076083105017466,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F920>
CHEMBL125246,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cc(Cl)cc(Cl)c1,5.42021640338319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99F990>
CHEMBL144870,CCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FA00>
CHEMBL267545,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(Br)cc1,6.292429823902063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FA70>
CHEMBL12998,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FAE0>
CHEMBL12188,CS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.080921907623926,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FB50>
CHEMBL12813,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1cccc(Cl)c1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FBC0>
CHEMBL13389,COC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FC30>
CHEMBL274782,COc1ccc(CC[C@H](C)NC[C@H](O)COc2ccc(O)cc2)cc1,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FCA0>
CHEMBL276659,O=C(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccccc1,8.173925197299173,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FD10>
CHEMBL124668,N#CN/C(=N\c1cccc(F)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.229147988357855,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FD80>
CHEMBL439794,N#CN/C(=N\c1cccc2ccccc12)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.318758762624412,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FDF0>
CHEMBL431678,N#CN/C(=N\c1ccc2c(c1)CCN2c1nc(-c2ccc(OC(F)(F)F)cc2)cs1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,7.187086643357144,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FE60>
CHEMBL13278,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc2ccccc2c1,5.045757490560675,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FED0>
CHEMBL12674,O=S(=O)(CCc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45F99FF40>
CHEMBL125168,N#CN/C(=N\c1cccc(I)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.638272163982407,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4040>
CHEMBL301231,CCCCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)ccc32)n1,5.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF40B0>
CHEMBL12686,COc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4120>
CHEMBL124597,N#CN/C(=N\c1ccc2c(c1)CCN2c1nc(-c2ccc(OC(F)(F)F)cc2)cs1)Nc1ccc2cc(CCNC[C@H](O)c3cccnc3)ccc2c1,5.638272163982407,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4190>
CHEMBL13432,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1)NC1CCCCC1,6.585026652029182,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4200>
CHEMBL12769,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1cnc2ccccc2c1,6.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4270>
CHEMBL126055,N#CN/C(=N\c1ccc(I)cc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.136677139879544,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF42E0>
CHEMBL124863,N#CN/C(=N\c1cccc(Oc2ccccc2)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.619788758288394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4350>
CHEMBL13003,O=S(=O)(CCCc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF43C0>
CHEMBL338618,N#CN/C(=N\c1cc(Cl)cc(Cl)c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.5376020021010435,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4430>
CHEMBL274144,CCCCCCN(C)C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF44A0>
CHEMBL124584,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cccc(F)c1,5.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4510>
CHEMBL127451,NC(=O)c1cccc(N/C(=C/[N+](=O)[O-])Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c1,6.102372908709558,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4580>
CHEMBL410702,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1ccc2ccccc2c1,6.086186147616283,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF45F0>
CHEMBL13459,CCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4660>
CHEMBL13034,Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF46D0>
CHEMBL127422,N#CN/C(=N\c1ccc2ccccc2c1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4740>
CHEMBL127428,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cccc(I)c1,5.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF47B0>
CHEMBL419787,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cccc(Oc2ccccc2)c1,6.080921907623926,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4820>
CHEMBL12939,CCCCCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.721246399047171,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4890>
CHEMBL12911,CCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.657577319177793,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4900>
CHEMBL12633,C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)COc1ccc(O)cc1,7.0915149811213505,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4970>
CHEMBL276480,CCCS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF49E0>
CHEMBL274807,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)C1CCCCC1,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4A50>
CHEMBL13106,CC(C)OC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.619788758288394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4AC0>
CHEMBL127656,CCCCCCCCc1csc(N2CCc3c(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cccc32)n1,5.920818753952375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4B30>
CHEMBL13521,COCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4BA0>
CHEMBL12994,C[C@@H](CCc1ccc(O)cc1)NC[C@H](O)COc1ccc(O)cc1,7.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4C10>
CHEMBL417613,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccccc1,6.7447274948966935,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4C80>
CHEMBL12718,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4CF0>
CHEMBL273428,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4D60>
CHEMBL12498,CCCCCS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4DD0>
CHEMBL338664,CCCCCCCCc1csc(N2CCc3cc(N/C(S)=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)ccc32)n1,6.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4E40>
CHEMBL13398,CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.455931955649724,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4EB0>
CHEMBL13467,CCCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4F20>
CHEMBL12450,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(Cl)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF4F90>
CHEMBL124929,CCCCCCCCc1csc(N2CCc3ccc(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cc32)n1,7.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5000>
CHEMBL13238,CC(C)S(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5070>
CHEMBL13132,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1)OCc1ccccc1,6.721246399047171,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF50E0>
CHEMBL275511,CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.267606240177032,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5150>
CHEMBL267306,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccccc1Cl,6.214670164989233,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF51C0>
CHEMBL276257,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(I)cc1,6.769551078621726,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5230>
CHEMBL12876,Oc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,6.045757490560675,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF52A0>
CHEMBL417250,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1)c1ccccc1,6.657577319177793,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5310>
CHEMBL13102,CC(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,7.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5380>
CHEMBL12943,CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.055517327849832,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF53F0>
CHEMBL13453,CCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.275724130399211,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5460>
CHEMBL120238,N#CN/C(=N\c1cccc2c1CCN2c1nc(-c2ccc(OC(F)(F)F)cc2)cs1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,5.075720713938118,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF54D0>
CHEMBL338748,O=[N+]([O-])/C=C(\Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cccc2ccccc12,5.7447274948966935,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5540>
CHEMBL275291,CC(C)NC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF55B0>
CHEMBL274143,CCCCCCNC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5620>
CHEMBL268289,CCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.468521082957745,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5690>
CHEMBL332010,N#CN/C(=N\c1ccc(CCNC[C@H](O)c2cccnc2)cc1)Nc1cccc(C(N)=O)c1,6.008773924307505,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5700>
CHEMBL275114,CCCCCCN(C)C(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.292429823902063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5770>
CHEMBL13068,CC(C)C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,6.136677139879544,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF57E0>
CHEMBL123745,CCCCCCCCc1csc(N2CCc3cc(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)ccc32)n1,7.795880017344075,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5850>
CHEMBL115280,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,5.444905551421681,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF58C0>
CHEMBL79806,CCCCCCn1cnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.070581074285707,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5930>
CHEMBL83698,CCCCCCCCN1C(=O)CN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,5.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF59A0>
CHEMBL79363,CCCCCCCCn1c(C)cn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5A10>
CHEMBL66936,CCCCCCCCN1CC(=O)N(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,5.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5A80>
CHEMBL84190,CCCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,6.236572006437063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5AF0>
CHEMBL83753,CCCCCCCCn1ccn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.259637310505756,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5B60>
CHEMBL82296,CCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,5.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5BD0>
CHEMBL163579,CCCCCCCCn1cnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,6.070581074285707,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5C40>
CHEMBL163531,CCCCCCCCn1ncn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5CB0>
CHEMBL84117,CCCCCCN1C(=O)CN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,5.154901959985743,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5D20>
CHEMBL312546,CCCCCCn1c(C)cn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5D90>
CHEMBL415039,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3ccc(C(F)(F)F)cc3)n2)cc1,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5E00>
CHEMBL287567,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc(OC(F)(F)F)cc3)n2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5E70>
CHEMBL28405,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(Cc3ccc(F)c(F)c3)no2)cc1,5.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5EE0>
CHEMBL287562,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc4ccccc4c3)n2)cc1,5.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5F50>
CHEMBL285240,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(Cc3ccc(F)cc3)no2)cc1,5.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF5FC0>
CHEMBL32411,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc(F)c(F)c3)n2)cc1,5.436518914605589,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF6030>
CHEMBL285499,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3cc(F)c(F)c(F)c3)n2)cc1,5.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF60A0>
CHEMBL286435,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccc(F)cc3)n2)cc1,6.145693958198919,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF6110>
CHEMBL288550,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(COc3ccc(F)cc3)no2)cc1,5.3979400086720375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF6180>
CHEMBL33515,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3cccc(OC(F)(F)F)c3)n2)cc1,5.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF61F0>
CHEMBL289250,CC(=O)Nc1ccc(Cc2nc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)no2)cc1,5.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF6260>
CHEMBL286438,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3ccc(-c4ccccn4)cc3)n2)cc1,5.6777807052660805,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF62D0>
CHEMBL33292,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3ccc(OC(F)(F)F)cc3)n2)cc1,5.889410289700751,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF6340>
CHEMBL289248,CS(=O)(=O)NC(c1ccc(F)cc1)c1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,5.154901959985743,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001E45FFF63B0>
