action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,31964,[],CHEMBL650687,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NC[C@H](O)CON=C1c2ccccc2-c2ccccc21,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '23.22', 'le': '0.43', 'lle': '4.34', 'sei': '13.99'}",,CHEMBL305153,,CHEMBL305153,7.53,0,http://www.openphacts.org/units/Nanomolar,342567,=,1,1,=,,IC50,nM,,29.4,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,29.4
,,34429,[],CHEMBL650687,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NCC(O)CON=C1c2ccccc2-c2ccccc21,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '22.88', 'le': '0.42', 'lle': '4.23', 'sei': '13.78'}",,CHEMBL368457,,CHEMBL368457,7.42,0,http://www.openphacts.org/units/Nanomolar,342564,=,1,1,=,,IC50,nM,,37.9,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,37.9
,,47679,[],CHEMBL650687,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NC[C@@H](O)CON=C1c2ccccc2-c2ccccc21,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '22.70', 'le': '0.42', 'lle': '4.17', 'sei': '13.67'}",,CHEMBL1788270,,CHEMBL1788270,7.36,0,http://www.openphacts.org/units/Nanomolar,342561,=,1,1,=,,IC50,nM,,43.3,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,43.3
,,48889,[],CHEMBL650687,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart.,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCc1ccccc1OCC(O)CNC(C)C,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '33.33', 'le': '0.63', 'lle': '6.16', 'sei': '20.03'}",,CHEMBL266195,ALPRENOLOL,CHEMBL266195,8.31,0,http://www.openphacts.org/units/Nanomolar,342563,=,1,1,=,,IC50,nM,,4.88,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4.88
,,61754,[],CHEMBL650686,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '24.17', 'le': '0.46', 'lle': '5.04', 'sei': '14.65'}",,CHEMBL423,BETAXOLOL,CHEMBL423,7.43,0,http://www.openphacts.org/units/Nanomolar,342558,=,1,1,=,,IC50,nM,,37.1,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,37.1
,,70880,[],CHEMBL650687,Compound was tested for inhibition of [3H]dihydroalprenolol radioligand binding to Beta-1 adrenergic receptor in dog heart.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(OCC(O)CNC(C)C)c2c1CCC2,,,CHEMBL1122110,J Med Chem,1982.0,"{'bei': '25.55', 'le': '0.48', 'lle': '4.51', 'sei': '16.22'}",,CHEMBL26917,,CHEMBL26917,6.73,0,http://www.openphacts.org/units/Nanomolar,342560,=,1,1,=,,IC50,nM,,186.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,186.0
,,146080,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2c1cccc(CCCC2CCCC2)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.96', 'le': '0.23', 'lle': '-0.57', 'sei': '8.86'}",,CHEMBL433252,,CHEMBL433252,5.52,0,http://www.openphacts.org/units/Nanomolar,93353,=,1,1,=,,IC50,nM,,3000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3000.0
,,146084,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2c1cccc(CCCC2CCCC2)c1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.72', 'le': '0.22', 'lle': '-1.29', 'sei': '10.92'}",,CHEMBL54750,,CHEMBL54750,5.40,0,http://www.openphacts.org/units/Nanomolar,93350,=,1,1,=,,IC50,nM,,4000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4000.0
,,147301,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.03', 'le': '0.24', 'lle': '0.52', 'sei': '7.17'}",,CHEMBL56594,,CHEMBL56594,5.00,0,http://www.openphacts.org/units/Nanomolar,93337,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,147305,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.72', 'le': '0.27', 'lle': '0.77', 'sei': '7.06'}",,CHEMBL52407,,CHEMBL52407,6.24,0,http://www.openphacts.org/units/Nanomolar,93363,=,1,1,=,,IC50,nM,,580.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,580.0
,,147309,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1ccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)nc1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.19', 'le': '0.25', 'lle': '0.04', 'sei': '9.22'}",,CHEMBL56449,,CHEMBL56449,5.75,0,http://www.openphacts.org/units/Nanomolar,93349,=,1,1,=,,IC50,nM,,1800.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1800.0
,,148528,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.94', 'le': '0.25', 'lle': '0.65', 'sei': '7.52'}",,CHEMBL56752,,CHEMBL56752,5.00,0,http://www.openphacts.org/units/Nanomolar,93334,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,148532,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1cnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)o1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.85', 'le': '0.23', 'lle': '-0.69', 'sei': '7.13'}",,CHEMBL54749,,CHEMBL54749,5.38,0,http://www.openphacts.org/units/Nanomolar,93348,=,1,1,=,,IC50,nM,,4200.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4200.0
,,149622,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.61', 'le': '0.29', 'lle': '2.52', 'sei': '7.24'}",,CHEMBL301202,,CHEMBL301202,5.05,0,http://www.openphacts.org/units/Nanomolar,93338,=,1,1,=,,IC50,nM,,9000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,9000.0
,,149626,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.56', 'le': '0.26', 'lle': '0.75', 'sei': '8.62'}",,CHEMBL292407,,CHEMBL292407,6.01,0,http://www.openphacts.org/units/Nanomolar,93341,=,1,1,=,,IC50,nM,,970.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,970.0
,,155656,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1csc(Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.95', 'le': '0.28', 'lle': '-0.40', 'sei': '8.70'}",,CHEMBL53679,,CHEMBL53679,6.19,0,http://www.openphacts.org/units/Nanomolar,93345,=,1,1,=,,IC50,nM,,650.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,650.0
,,156960,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.88', 'le': '0.27', 'lle': '0.35', 'sei': '9.70'}",,CHEMBL299719,,CHEMBL299719,6.05,0,http://www.openphacts.org/units/Nanomolar,93355,=,1,1,=,,IC50,nM,,900.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,900.0
,,159391,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1ccnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.41', 'le': '0.26', 'lle': '0.76', 'sei': '7.79'}",,CHEMBL55852,,CHEMBL55852,5.85,0,http://www.openphacts.org/units/Nanomolar,93357,=,1,1,=,,IC50,nM,,1400.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1400.0
,,159395,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)c1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.16', 'le': '0.27', 'lle': '-0.15', 'sei': '12.46'}",,CHEMBL56308,,CHEMBL56308,6.16,0,http://www.openphacts.org/units/Nanomolar,93352,=,1,1,=,,IC50,nM,,700.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,700.0
,,159399,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '9.44', 'le': '0.18', 'lle': '0.65', 'sei': '3.85'}",,CHEMBL57486,,CHEMBL57486,5.10,1,http://www.openphacts.org/units/Nanomolar,93347,=,1,1,=,,IC50,nM,,8000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,8000.0
,,161827,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2c1nc(CCCC2CCCC2)cs1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.54', 'le': '0.23', 'lle': '-0.75', 'sei': '8.66'}",,CHEMBL55541,,CHEMBL55541,5.40,0,http://www.openphacts.org/units/Nanomolar,93358,=,1,1,=,,IC50,nM,,4000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4000.0
,,161830,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '9.03', 'le': '0.18', 'lle': '0.53', 'sei': '4.04'}",,CHEMBL293818,,CHEMBL293818,5.00,0,http://www.openphacts.org/units/Nanomolar,93346,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,165465,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.07', 'le': '0.24', 'lle': '1.81', 'sei': '5.09'}",,CHEMBL54885,,CHEMBL54885,4.00,0,http://www.openphacts.org/units/Nanomolar,93340,=,1,1,=,,IC50,nM,,100000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,100000.0
,,168158,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.89', 'le': '0.24', 'lle': '-0.95', 'sei': '8.96'}",,CHEMBL54821,,CHEMBL54821,5.58,0,http://www.openphacts.org/units/Nanomolar,93359,=,1,1,=,,IC50,nM,,2600.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2600.0
,,168162,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1ccnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.91', 'le': '0.25', 'lle': '0.13', 'sei': '7.98'}",,CHEMBL53359,,CHEMBL53359,6.00,0,http://www.openphacts.org/units/Nanomolar,93356,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,169315,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.36', 'le': '0.28', 'lle': '0.18', 'sei': '10.69'}",,CHEMBL291467,,CHEMBL291467,6.66,0,http://www.openphacts.org/units/Nanomolar,93354,=,1,1,=,,IC50,nM,,220.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,220.0
,,171706,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2c1noc(CCCC2CCCC2)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.32', 'le': '0.28', 'lle': '1.40', 'sei': '7.34'}",,CHEMBL295502,,CHEMBL295502,6.48,0,http://www.openphacts.org/units/Nanomolar,93362,=,1,1,=,,IC50,nM,,330.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,330.0
,,172920,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CCc1ccccc1)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.48', 'le': '0.22', 'lle': '0.86', 'sei': '7.17'}",,CHEMBL301594,,CHEMBL301594,5.00,0,http://www.openphacts.org/units/Nanomolar,93366,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,176436,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '10.95', 'le': '0.21', 'lle': '0.26', 'sei': '5.60'}",,CHEMBL53842,,CHEMBL53842,4.40,0,http://www.openphacts.org/units/Nanomolar,93336,=,1,1,=,,IC50,nM,,40000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,40000.0
,,176440,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.26', 'le': '0.27', 'lle': '0.09', 'sei': '9.40'}",,CHEMBL298594,,CHEMBL298594,5.85,0,http://www.openphacts.org/units/Nanomolar,93360,=,1,1,=,,IC50,nM,,1400.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1400.0
,,177712,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1csc(N(C)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.73', 'le': '0.26', 'lle': '-0.79', 'sei': '9.35'}",,CHEMBL56767,,CHEMBL56767,5.82,0,http://www.openphacts.org/units/Nanomolar,93344,=,1,1,=,,IC50,nM,,1500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1500.0
,,180261,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.59', 'le': '0.28', 'lle': '1.53', 'sei': '7.04'}",,CHEMBL56768,,CHEMBL56768,6.22,0,http://www.openphacts.org/units/Nanomolar,93364,=,1,1,=,,IC50,nM,,600.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,600.0
,,180265,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1csc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '14.53', 'le': '0.29', 'lle': '1.45', 'sei': '8.66'}",,CHEMBL433454,,CHEMBL433454,5.40,0,http://www.openphacts.org/units/Nanomolar,93361,=,1,1,=,,IC50,nM,,4000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4000.0
,,180269,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)c1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '12.11', 'le': '0.23', 'lle': '-1.48', 'sei': '11.34'}",,CHEMBL296380,,CHEMBL296380,5.60,0,http://www.openphacts.org/units/Nanomolar,93351,=,1,1,=,,IC50,nM,,2500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2500.0
,,182805,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.86', 'le': '0.27', 'lle': '0.61', 'sei': '8.64'}",,CHEMBL294008,,CHEMBL294008,5.75,0,http://www.openphacts.org/units/Nanomolar,93335,=,1,1,=,,IC50,nM,,1800.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1800.0
,,182809,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '13.97', 'le': '0.27', 'lle': '1.08', 'sei': '7.64'}",,CHEMBL57430,,CHEMBL57430,6.00,0,http://www.openphacts.org/units/Nanomolar,93339,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,182812,[],CHEMBL883288,In vitro binding affinity towards cloned human beta-1 adrenergic receptor using [125I]iodocyanopindolol as radioligand to stimulate increase in cAMP in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21)C(C)(C)Cc1ccccc1,,,CHEMBL1131776,Bioorg Med Chem Lett,1999.0,"{'bei': '11.91', 'le': '0.23', 'lle': '0.60', 'sei': '7.92'}",,CHEMBL53517,,CHEMBL53517,5.52,0,http://www.openphacts.org/units/Nanomolar,93365,=,1,1,=,,IC50,nM,,3000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3000.0
,,306138,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(=O)CCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '8.37', 'le': '0.16', 'lle': '0.89', 'sei': '3.12'}",,CHEMBL33438,,CHEMBL33438,4.60,0,http://www.openphacts.org/units/Nanomolar,49017,=,1,1,=,,IC50,nM,,25000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,25000.0
