action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1161604,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '9.16', 'le': '0.18', 'lle': '-1.34', 'sei': '5.21'}",,CHEMBL60281,,CHEMBL60281,5.43,0,http://www.openphacts.org/units/Nanomolar,103068,=,1,1,=,,IC50,nM,,3700.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3700.0
,,1164448,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1csc(Cc2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '10.00', 'le': '0.20', 'lle': '-0.63', 'sei': '5.83'}",,CHEMBL291593,,CHEMBL291593,6.07,0,http://www.openphacts.org/units/Nanomolar,103057,=,1,1,=,,IC50,nM,,850.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,850.0
,,1165505,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCn1ccn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.89', 'le': '0.17', 'lle': '0.20', 'sei': '4.45'}",,CHEMBL83753,,CHEMBL83753,5.26,0,http://www.openphacts.org/units/Nanomolar,322969,=,1,1,=,,IC50,nM,,5500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5500.0
,,1165579,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,COCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '7.58', 'le': '0.15', 'lle': '0.88', 'sei': '3.47'}",,CHEMBL434284,,CHEMBL434284,4.30,0,http://www.openphacts.org/units/Nanomolar,322971,=,1,1,=,,IC50,nM,,50000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,50000.0
,,1167177,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(CCc3ccccc3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '8.63', 'le': '0.17', 'lle': '-0.61', 'sei': '4.84'}",,CHEMBL59270,,CHEMBL59270,5.05,0,http://www.openphacts.org/units/Nanomolar,103065,=,1,1,=,,IC50,nM,,9000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,9000.0
,,1168292,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1n(CCCC2CCCC2)ccn1-c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.95', 'le': '0.17', 'lle': '0.61', 'sei': '4.46'}",,CHEMBL349651,,CHEMBL349651,5.28,0,http://www.openphacts.org/units/Nanomolar,322967,=,1,1,=,,IC50,nM,,5300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5300.0
,,1169666,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '10.50', 'le': '0.20', 'lle': '0.89', 'sei': '5.43'}",,CHEMBL84190,,CHEMBL84190,6.24,1,http://www.openphacts.org/units/Nanomolar,322983,=,1,1,=,,IC50,nM,,580.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,580.0
,,1169670,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O)N1CCCC1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '6.59', 'le': '0.13', 'lle': '1.00', 'sei': '2.96'}",,CHEMBL79915,,CHEMBL79915,4.00,0,http://www.openphacts.org/units/Nanomolar,322978,=,1,1,=,,IC50,nM,,100000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,100000.0
,,1169754,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(Cc3ccc(F)cc3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '9.38', 'le': '0.18', 'lle': '-0.08', 'sei': '5.30'}",,CHEMBL430594,,CHEMBL430594,5.52,0,http://www.openphacts.org/units/Nanomolar,103047,=,1,1,=,,IC50,nM,,3000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3000.0
,,1170861,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCCc2ccccc2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '9.00', 'le': '0.17', 'lle': '0.78', 'sei': '4.70'}",,CHEMBL166188,,CHEMBL166188,5.40,0,http://www.openphacts.org/units/Nanomolar,322977,=,1,1,=,,IC50,nM,,4000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,4000.0
,,1172032,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(Cc2ccc(F)c(F)c2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.72', 'le': '0.17', 'lle': '0.83', 'sei': '4.61'}",,CHEMBL350931,,CHEMBL350931,5.30,0,http://www.openphacts.org/units/Nanomolar,322975,=,1,1,=,,IC50,nM,,5000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5000.0
,,1172036,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCCC2CCCC2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '9.50', 'le': '0.18', 'lle': '0.66', 'sei': '4.89'}",,CHEMBL22317,L-766892,CHEMBL22317,5.62,0,http://www.openphacts.org/units/Nanomolar,322972,=,1,1,=,,IC50,nM,,2400.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2400.0
,,1172157,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1ccc(-c2csc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)n2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '6.68', 'le': '0.13', 'lle': '-3.38', 'sei': '4.11'}",,CHEMBL58241,,CHEMBL58241,4.28,0,http://www.openphacts.org/units/Nanomolar,103044,=,1,1,=,,IC50,nM,,52000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,52000.0
,,1173417,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1n(Cc2ccc(F)c(F)c2)ccn1-c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '7.54', 'le': '0.15', 'lle': '0.54', 'sei': '3.86'}",,CHEMBL349505,,CHEMBL349505,4.57,0,http://www.openphacts.org/units/Nanomolar,322966,=,1,1,=,,IC50,nM,,27000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,27000.0
,,1174681,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '9.06', 'le': '0.18', 'lle': '0.82', 'sei': '4.35'}",,CHEMBL165015,,CHEMBL165015,5.00,0,http://www.openphacts.org/units/Nanomolar,322984,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1174685,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '9.53', 'le': '0.18', 'lle': '0.56', 'sei': '4.81'}",,CHEMBL165513,,CHEMBL165513,5.52,0,http://www.openphacts.org/units/Nanomolar,322982,=,1,1,=,,IC50,nM,,3000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3000.0
,,1176106,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '9.30', 'le': '0.18', 'lle': '1.21', 'sei': '4.35'}",,CHEMBL166013,,CHEMBL166013,5.00,0,http://www.openphacts.org/units/Nanomolar,322980,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1176185,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cccnc3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '9.24', 'le': '0.18', 'lle': '0.22', 'sei': '4.40'}",,CHEMBL294492,,CHEMBL294492,5.16,0,http://www.openphacts.org/units/Nanomolar,103049,=,1,1,=,,IC50,nM,,7000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,7000.0
,,1177378,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCC2CCCC2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.65', 'le': '0.17', 'lle': '0.43', 'sei': '4.35'}",,CHEMBL351967,,CHEMBL351967,5.00,0,http://www.openphacts.org/units/Nanomolar,322962,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1177530,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)NCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '7.08', 'le': '0.14', 'lle': '-0.42', 'sei': '3.23'}",,CHEMBL294849,,CHEMBL294849,4.30,0,http://www.openphacts.org/units/Nanomolar,103066,=,1,1,=,,IC50,nM,,50000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,50000.0
,,1177534,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)c(F)c3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '9.73', 'le': '0.19', 'lle': '-0.05', 'sei': '5.54'}",,CHEMBL293994,,CHEMBL293994,5.77,0,http://www.openphacts.org/units/Nanomolar,103045,=,1,1,=,,IC50,nM,,1700.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1700.0
,,1178708,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc4ccccc4o3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '6.78', 'le': '0.13', 'lle': '-2.23', 'sei': '3.45'}",,CHEMBL57908,,CHEMBL57908,4.05,0,http://www.openphacts.org/units/Nanomolar,103061,=,1,1,=,,IC50,nM,,90000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,90000.0
,,1178712,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccccn3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '9.30', 'le': '0.18', 'lle': '0.26', 'sei': '4.43'}",,CHEMBL433248,,CHEMBL433248,5.19,0,http://www.openphacts.org/units/Nanomolar,103048,=,1,1,=,,IC50,nM,,6500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,6500.0
,,1180023,[],CHEMBL649969,Binding affinity (measured using [125I]iodocyanopindolol) against human Beta-1 adrenergic receptor expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc4ncccc4c3)cs2)cc1,,,CHEMBL1133294,Bioorg Med Chem Lett,2000.0,"{'bei': '8.59', 'le': '0.17', 'lle': '-0.87', 'sei': '4.46'}",,CHEMBL292598,,CHEMBL292598,5.22,0,http://www.openphacts.org/units/Nanomolar,103050,=,1,1,=,,IC50,nM,,6000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,6000.0
,,1181358,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCC(C)(C)CN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.54', 'le': '0.16', 'lle': '-0.14', 'sei': '4.41'}",,CHEMBL351596,,CHEMBL351596,5.07,0,http://www.openphacts.org/units/Nanomolar,322979,=,1,1,=,,IC50,nM,,8500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,8500.0
,,1182588,[],CHEMBL654208,"Binding affinity towards human Beta-1 adrenergic receptor expressed in CHO cells, using 125I]iodocyanopindolol",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCCc2ccc(Cl)cc2)CCN1c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,,,CHEMBL1132064,Bioorg Med Chem Lett,1999.0,"{'bei': '8.99', 'le': '0.18', 'lle': '0.42', 'sei': '4.96'}",,CHEMBL162043,,CHEMBL162043,5.70,0,http://www.openphacts.org/units/Nanomolar,322976,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,1185673,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '7.92', 'le': '0.16', 'lle': '-1.36', 'sei': '4.47'}",,CHEMBL331744,,CHEMBL331744,5.08,0,http://www.openphacts.org/units/Nanomolar,239488,=,1,1,=,,IC50,nM,,8400.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,8400.0
,,1197456,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.03', 'le': '0.18', 'lle': '-0.92', 'sei': '5.41'}",,CHEMBL111201,,CHEMBL111201,5.64,0,http://www.openphacts.org/units/Nanomolar,239490,=,1,1,=,,IC50,nM,,2300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2300.0
,,1210734,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)c(F)c3)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.73', 'le': '0.19', 'lle': '-0.05', 'sei': '5.54'}",,CHEMBL293994,,CHEMBL293994,5.77,1,http://www.openphacts.org/units/Nanomolar,239484,=,1,1,=,,IC50,nM,,1700.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1700.0
,,1212208,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.20', 'le': '0.18', 'lle': '-0.82', 'sei': '5.51'}",,CHEMBL338794,,CHEMBL338794,5.75,0,http://www.openphacts.org/units/Nanomolar,239487,=,1,1,=,,IC50,nM,,1800.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1800.0
,,1212213,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccccc3C(F)(F)F)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.16', 'le': '0.18', 'lle': '-0.84', 'sei': '5.49'}",,CHEMBL333417,,CHEMBL333417,5.72,0,http://www.openphacts.org/units/Nanomolar,239489,=,1,1,=,,IC50,nM,,1900.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1900.0
,,1214674,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)cc3F)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.45', 'le': '0.19', 'lle': '-0.22', 'sei': '5.38'}",,CHEMBL338976,,CHEMBL338976,5.60,0,http://www.openphacts.org/units/Nanomolar,239491,=,1,1,=,,IC50,nM,,2500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2500.0
,,1216078,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cccc(F)c3F)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.42', 'le': '0.19', 'lle': '-0.23', 'sei': '5.36'}",,CHEMBL125963,,CHEMBL125963,5.58,0,http://www.openphacts.org/units/Nanomolar,239485,=,1,1,=,,IC50,nM,,2600.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2600.0
,,1223894,[],CHEMBL649965,Binding affinity was evaluated on chinese hamster ovary (CHO) cells expressing the cloned human beta-1 adrenergic receptor in the presence of [125I]- iodocyanopindolol.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc(F)c(F)c(F)c3)cs2)cc1,,,CHEMBL1133690,J Med Chem,2000.0,"{'bei': '9.33', 'le': '0.19', 'lle': '-0.26', 'sei': '5.47'}",,CHEMBL338216,,CHEMBL338216,5.70,0,http://www.openphacts.org/units/Nanomolar,239486,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,1611105,[],CHEMBL884281,Percent inhibition against Beta-1 adrenergic receptor at 1 uM,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,CHEMBL1140374,J Med Chem,2005.0,"{'bei': '32.86', 'le': '0.63', 'lle': '8.30', 'sei': '10.35'}",,CHEMBL24,ATENOLOL,CHEMBL24,8.75,0,http://www.openphacts.org/units/Nanomolar,403319,=,1,1,=,,IC50,nM,,1.77,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1.77
,,1654248,[],CHEMBL869393,Inhibition of human adrenergic beta-1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CCN(Cc2ccc(F)cc2)C[C@H]1C,,,CHEMBL1141202,Bioorg Med Chem Lett,2005.0,,,CHEMBL198949,,CHEMBL198949,,0,http://www.openphacts.org/units/Nanomolar,408008,>,1,1,>,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,1.0
,,1676534,[],CHEMBL858808,Binding affinity to adrenergic beta-1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,,,CHEMBL1149398,J Med Chem,2006.0,,,CHEMBL34291,,CHEMBL34291,,0,http://www.openphacts.org/units/Nanomolar,423712,>,1,1,>,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1676708,[],CHEMBL858808,Binding affinity to adrenergic beta-1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(=O)OC[C@@H]2CCN3CCC[C@@H]23)c2ccccc21,,,CHEMBL1149398,J Med Chem,2006.0,,,CHEMBL383577,,CHEMBL383577,,0,http://www.openphacts.org/units/Nanomolar,423730,>,1,1,>,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
